ID,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
1269,Toyota,Fortuner,3.0 MT 4X4,2015,59372,Diesel,First Owner,Luxury SUV,Delhi,1397299
1270,Mahindra,XUV500,W10,2015,82882,Diesel,First Owner,Luxury SUV,Delhi,897899
1271,Mahindra,XUV500,W6 4X2,2013,98755,Diesel,First Owner,Luxury SUV,Delhi,450499
1272,Audi,Q3,2.0 TDI QUATTRO MT,2014,66027,Diesel,First Owner,Luxury SUV,Delhi,1168599
1273,Audi,Q3,2.0 TDI QUATTRO,2013,114155,Diesel,Second Owner,Luxury SUV,Delhi,983999
1274,Audi,Q3,2.0 TDI QUATTRO,2012,80021,Diesel,Second Owner,Luxury SUV,Delhi,903999
1275,Jeep,Compass,LIMITED 1.4 AT,2019,15443,Petrol,First Owner,Luxury SUV,Delhi,1850000
1276,Mahindra,XUV500,W8 FWD,2012,87752,Diesel,Second Owner,Luxury SUV,Delhi,442000
1277,Mahindra,XUV500,W8 FWD SPORTZ Edition,2014,97817,Diesel,First Owner,Luxury SUV,Delhi,574000
1278,Mahindra,XUV500,W6 4X2,2014,73523,Diesel,First Owner,Luxury SUV,Delhi,575000
1279,BMW,X1,SDRIVE 20D,2017,14617,Diesel,First Owner,Luxury SUV,Delhi,2550000
1280,Ssangyong,Rexton,RX7,2013,115610,Diesel,First Owner,Luxury SUV,Delhi,650000
1281,Mahindra,XUV500,W6 4X2,2017,90905,Diesel,First Owner,Luxury SUV,Delhi,800000
1282,Audi,Q3,30 TDI Premium,2014,86875,Diesel,Second Owner,Luxury SUV,Delhi,1100000
1283,Honda,CRV,2.0 2WD AT,2016,117885,Petrol,Second Owner,Luxury SUV,Delhi,1400000
1284,Mahindra,XUV500,W9,2018,45825,Diesel,Second Owner,Luxury SUV,Delhi,1159099
1285,Toyota,Fortuner,3.0 AT 4X2,2012,154591,Diesel,Second Owner,Luxury SUV,Delhi,1260799
1286,Ford,Endeavour,2.5L 4X2,2010,115143,Diesel,Fourth Owner,Luxury SUV,Delhi,356099
1287,Toyota,Fortuner,3.0 AT 4X2,2012,121632,Diesel,First Owner,Luxury SUV,Delhi,1129899
1288,Mahindra,XUV500,W10,2015,92400,Diesel,Second Owner,Luxury SUV,Delhi,783699
1289,Toyota,Fortuner,3.0 AT 4X2,2014,111327,Diesel,Second Owner,Luxury SUV,Delhi,1296299
1290,Toyota,Fortuner,3.0 AT 4X2,2013,132477,Diesel,Second Owner,Luxury SUV,Delhi,1037299
1291,Maruti,Alto,800 LXI,2013,29578,Petrol,First Owner,Hatchback,Noida,181799
1292,Maruti,Zen,Estilo LXI,2011,24337,Petrol,First Owner,Hatchback,Noida,210499
1293,Maruti,Alto,K10 VXI,2018,5198,Petrol,First Owner,Hatchback,Noida,343799
1294,Hyundai,Eon,D LITE PLUS,2012,28247,Petrol,First Owner,Hatchback,Noida,185499
1295,Maruti,Celerio,VXI AMT,2015,27739,Petrol,First Owner,Hatchback,Noida,371199
1296,Hyundai,i20,SPORTZ 1.2 VTVT,2014,25187,Petrol,First Owner,Hatchback,Noida,360099
1297,Maruti,S,PRESSO VXI PLUS,2020,7556,Petrol,First Owner,Hatchback,Noida,415999
1298,Maruti,Swift,ZDI,2013,24022,Diesel,First Owner,Hatchback,Noida,394199
1299,Honda,Brio,1.2 VX AT I VTEC,2015,22774,Petrol,First Owner,Hatchback,Noida,420599
1300,Maruti,Alto,800 LXI,2017,8501,Petrol,First Owner,Hatchback,Noida,309499
1301,Renault,Kwid,RXL,2018,11949,Petrol,First Owner,Hatchback,Noida,303099
1302,Hyundai,Grand,i10 Sportz(O) 1.2 MT,2017,19994,Petrol,Second Owner,Hatchback,Noida,452899
1303,Maruti,Alto,K10 LXI,2015,10957,Petrol,First Owner,Hatchback,Noida,302099
1304,Maruti,Swift,LXI,2019,8997,Petrol,First Owner,Hatchback,Noida,515199
1305,Maruti,Ritz,VDI Elate Limited Edition,2014,29959,Diesel,First Owner,Hatchback,Noida,379699
1306,Maruti,Swift,LXI OPT,2017,15528,Petrol,First Owner,Hatchback,Noida,454399
1307,Maruti,Swift,VDI,2013,11019,Diesel,First Owner,Hatchback,Noida,371399
1308,Maruti,Alto,K10 VXI (O) AMT,2017,9036,Petrol,First Owner,Hatchback,Noida,360699
1309,Maruti,Zen,Estilo LXI,2011,39300,Petrol,Second Owner,Hatchback,Noida,197599
1310,Maruti,Alto,K10 LXI,2017,32669,Petrol,First Owner,Hatchback,Noida,271499
1311,Maruti,Alto,LXI,2010,29645,Petrol,First Owner,Hatchback,Noida,185299
1312,Datsun,Redi,Go T (O),2017,27979,Petrol,First Owner,Hatchback,Noida,202499
1313,Maruti,Swift,LXI,2012,31999,Petrol,First Owner,Hatchback,Noida,321499
1314,Hyundai,i20,MAGNA O 1.2,2013,39788,Petrol,First Owner,Hatchback,Noida,339799
1315,Maruti,Alto,800 LXI,2014,31745,Petrol,First Owner,Hatchback,Noida,258999
1316,Maruti,Swift,VDI ABS,2017,16646,Diesel,First Owner,Hatchback,Noida,479299
1317,Maruti,Swift,ZXI,2012,15538,Petrol,First Owner,Hatchback,Noida,444699
1318,Honda,Brio,1.2 S MT I VTEC,2012,39831,Petrol,Second Owner,Hatchback,Noida,281799
1319,Maruti,Alto,800 LXI,2017,9527,Petrol,First Owner,Hatchback,Noida,309299
1320,Renault,Kwid,RXT Opt,2018,23811,Petrol,First Owner,Hatchback,Noida,294399
1321,Maruti,Celerio,VXI AMT,2016,24250,Petrol,First Owner,Hatchback,Noida,371099
1322,Maruti,Alto,800 LXI,2016,21305,Petrol,First Owner,Hatchback,Noida,305899
1323,Maruti,Alto,K10 VXI (O) AMT,2017,20764,Petrol,Second Owner,Hatchback,Noida,369299
1324,Maruti,Swift,VXI,2012,34092,Petrol,First Owner,Hatchback,Noida,329399
1325,Maruti,Alto,800 VXI,2016,24069,Petrol,First Owner,Hatchback,Noida,280799
1326,Maruti,Alto,LXI,2010,56231,Petrol,Second Owner,Hatchback,Noida,174199
1327,Maruti,A,Star VXI ABS AT,2010,24699,Petrol,First Owner,Hatchback,Noida,231799
1328,Datsun,Redi,Go 1.0 S AT,2018,21341,Petrol,First Owner,Hatchback,Noida,362499
1329,Maruti,Alto,K10 VXI,2011,24353,Petrol,First Owner,Hatchback,Noida,208799
1330,Maruti,Alto,K10 VXI,2012,43148,Petrol,First Owner,Hatchback,Noida,213899
1331,Maruti,Swift,VDI,2013,45014,Diesel,First Owner,Hatchback,Noida,357599
1332,Maruti,Swift,VDI,2013,50647,Diesel,Second Owner,Hatchback,Noida,342499
1333,Maruti,Alto,K10 LXI,2012,33175,Petrol,First Owner,Hatchback,Noida,240799
1334,Maruti,Swift,VDI,2012,35969,Diesel,First Owner,Hatchback,Noida,325099
1335,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2016,41227,Petrol,Third Owner,Hatchback,Noida,374499
1336,Maruti,Zen,Estilo VXI,2010,50189,Petrol,Second Owner,Hatchback,Noida,173499
1337,Maruti,Baleno,DELTA 1.2 K12,2016,35013,Petrol,First Owner,Hatchback,Noida,459099
1338,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2013,43986,Petrol,First Owner,Hatchback,Noida,382299
1339,Maruti,Swift,VDI,2012,47140,Diesel,First Owner,Hatchback,Noida,326099
1340,Maruti,Ritz,LXI,2010,26740,Petrol,First Owner,Hatchback,Noida,241999
1341,Renault,Kwid,1.0 RXT Opt,2019,15629,Petrol,First Owner,Hatchback,Noida,368099
1342,Maruti,Swift,LXI,2013,43265,Petrol,Third Owner,Hatchback,Noida,330599
1343,Maruti,Alto,K10 LXI,2012,42321,Petrol,First Owner,Hatchback,Noida,201099
1344,Maruti,Alto,K10 VXI,2017,18905,Petrol,First Owner,Hatchback,Noida,340799
1345,Maruti,A,Star LXI,2011,53953,Petrol,First Owner,Hatchback,Noida,186599
1346,Maruti,Celerio,VXI,2014,43574,Petrol,First Owner,Hatchback,Noida,300399
1347,Hyundai,Elite,i20 SPORTZ (O) 1.4,2015,58080,Diesel,Second Owner,Hatchback,Noida,506199
1348,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2013,43969,Petrol,First Owner,Hatchback,Noida,380499
1349,Maruti,Ritz,ZXI,2010,41832,Petrol,First Owner,Hatchback,Noida,251999
1350,Maruti,Alto,800 LXI,2017,23227,Petrol,First Owner,Hatchback,Noida,267199
1351,Volkswagen,Polo,COMFORTLINE 1.2L PETROL,2013,49148,Petrol,Second Owner,Hatchback,Noida,306399
1352,Maruti,A,Star LXI,2009,30403,Petrol,First Owner,Hatchback,Noida,170799
1353,Hyundai,Elite,i20 MAGNA 1.4 CRDI,2014,56402,Diesel,First Owner,Hatchback,Noida,447099
1354,Maruti,Alto,800 LXI,2018,10123,Petrol,First Owner,Hatchback,Noida,283199
1355,Maruti,Alto,K10 LXI,2016,32519,Petrol,First Owner,Hatchback,Noida,295399
1356,Maruti,Wagon,R 1.0 VXI,2018,37274,Petrol,First Owner,Hatchback,Noida,378199
1357,Maruti,Alto,K10 VXI,2017,30113,Petrol,First Owner,Hatchback,Noida,306999
1358,Maruti,Alto,K10 VXI,2015,46683,Petrol,First Owner,Hatchback,Noida,263399
1359,Renault,Kwid,RXT,2018,33824,Petrol,First Owner,Hatchback,Noida,322799
1360,Maruti,Alto,800 VXI,2016,32339,Petrol,First Owner,Hatchback,Noida,269599
1361,Maruti,Ritz,LXI,2010,54953,Petrol,First Owner,Hatchback,Noida,242699
1362,Maruti,Ritz,VDI,2012,41213,Diesel,First Owner,Hatchback,Noida,243799
1363,Maruti,Swift,VDI,2013,49173,Diesel,First Owner,Hatchback,Noida,310199
1364,Maruti,Baleno,DELTA 1.2 K12,2016,43864,Petrol,First Owner,Hatchback,Noida,446499
1365,Maruti,Alto,LXI,2009,35919,Petrol,First Owner,Hatchback,Noida,171699
1366,Maruti,Swift,VDI,2013,60133,Diesel,First Owner,Hatchback,Noida,350799
1367,Honda,Brio,1.2 VX MT I VTEC,2015,41441,Petrol,Second Owner,Hatchback,Noida,342199
1368,Maruti,Ritz,VXI BS IV,2011,59945,Petrol,Third Owner,Hatchback,Noida,258399
1369,Hyundai,i10,MAGNA 1.1 IRDE2,2011,29101,Petrol,Third Owner,Hatchback,Noida,238999
1370,Tata,Tiago,XT 1.05 REVOTORQ,2016,47877,Diesel,First Owner,Hatchback,Noida,355199
1371,Renault,Kwid,RXT,2016,27806,Petrol,Second Owner,Hatchback,Noida,264799
1372,Volkswagen,Polo,COMFORTLINE PLUS 1.0,2020,14468,Petrol,First Owner,Hatchback,Noida,601899
1373,Maruti,Ritz,LXI,2010,59370,Petrol,Second Owner,Hatchback,Noida,181999
1374,Maruti,Alto,K10 VXI,2018,3212,Petrol,First Owner,Hatchback,Noida,367999
1375,Maruti,Alto,800 VXI,2014,37134,Petrol,First Owner,Hatchback,Noida,256399
1376,Maruti,Alto,K10 VXI,2014,51228,Petrol,First Owner,Hatchback,Noida,260499
1377,Maruti,Alto,K10 VXI,2011,51523,Petrol,First Owner,Hatchback,Noida,228799
1378,Honda,Brio,1.2 S MT I VTEC,2015,58396,Petrol,Second Owner,Hatchback,Noida,340899
1379,Honda,Brio,1.2 V MT I VTEC,2012,58581,Petrol,First Owner,Hatchback,Noida,233099
1380,Maruti,Ritz,ZXI ABS,2014,61249,Petrol,First Owner,Hatchback,Noida,310599
1381,Maruti,Swift,VDI ABS,2015,37481,Diesel,First Owner,Hatchback,Noida,411999
1382,Maruti,Ritz,ZXI,2014,58664,Petrol,First Owner,Hatchback,Noida,326499
1383,Maruti,Swift,LXI,2014,23888,Petrol,First Owner,Hatchback,Noida,451299
1384,Maruti,Swift,VXI,2014,61261,Petrol,Second Owner,Hatchback,Noida,379099
1385,Maruti,Swift,LXI,2012,65916,Petrol,First Owner,Hatchback,Noida,324399
1386,Maruti,Celerio,VXI,2019,11873,Petrol,First Owner,Hatchback,Noida,387299
1387,Hyundai,Elite,i20 Magna Executive 1.2,2017,34782,Petrol,First Owner,Hatchback,Noida,544899
1388,Maruti,Alto,K10 VXI,2010,63843,Petrol,Third Owner,Hatchback,Noida,173799
1389,Hyundai,i10,MAGNA 1.2,2010,29993,Petrol,First Owner,Hatchback,Noida,213799
1390,Maruti,Wagon,R LXI MINOR,2008,56724,Petrol,First Owner,Hatchback,Noida,175499
1391,Renault,Kwid,RXL1.0 EASY-R AT,2017,32258,Petrol,First Owner,Hatchback,Noida,294599
1392,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2017,35013,Petrol,Second Owner,Hatchback,Noida,428399
1393,Maruti,Swift,VDI,2013,45478,Diesel,First Owner,Hatchback,Noida,329299
1394,Maruti,Swift,VXI,2017,15891,Petrol,First Owner,Hatchback,Noida,531899
1395,Maruti,Wagon,R LXI MINOR,2009,36035,Petrol,First Owner,Hatchback,Noida,167899
1396,Maruti,Wagon,R 1.0 LXI,2011,59276,Petrol,Second Owner,Hatchback,Noida,225299
1397,Maruti,Alto,800 LXI,2016,36717,Petrol,First Owner,Hatchback,Noida,282499
1398,Maruti,Baleno,DELTA 1.2 K12,2019,14977,Petrol,First Owner,Hatchback,Noida,629299
1399,Toyota,Etios,Liva GD,2012,61443,Diesel,First Owner,Hatchback,Noida,304899
1400,Tata,Tiago,XT 1.2 REVOTRON,2016,59746,Petrol,First Owner,Hatchback,Noida,391999
1401,Maruti,Swift,VDI,2013,58850,Diesel,First Owner,Hatchback,Noida,330099
1402,Tata,Tiago,XM 1.2 REVOTRON,2016,43387,Petrol,First Owner,Hatchback,Noida,323099
1403,Renault,Kwid,RXT Opt,2018,32716,Petrol,Second Owner,Hatchback,Noida,297999
1404,Hyundai,i10,SPORTZ 1.2 KAPPA2,2011,53077,Petrol,First Owner,Hatchback,Noida,265699
1405,Hyundai,Elite,i20 MAGNA 1.4 CRDI,2015,52659,Diesel,Second Owner,Hatchback,Noida,444399
1406,Maruti,Alto,LXI,2009,55752,Petrol,First Owner,Hatchback,Noida,143799
1407,Hyundai,i20,MAGNA 1.2 VTVT,2009,86251,Petrol,Second Owner,Hatchback,Noida,178699
1408,Hyundai,i10,ERA 1.1 IRDE,2010,37419,Petrol,Second Owner,Hatchback,Noida,221499
1409,Maruti,Swift,VDI,2013,66350,Diesel,First Owner,Hatchback,Noida,311399
1410,Datsun,Redi,Go A,2018,50472,Petrol,First Owner,Hatchback,Noida,225299
1411,Maruti,Alto,800 LXI,2015,50024,Petrol,First Owner,Hatchback,Noida,266999
1412,Maruti,Ritz,VXI BS IV,2011,76919,Petrol,First Owner,Hatchback,Noida,242799
1413,Hyundai,Grand,i10 MAGNA 1.2 VTVT,2016,65895,Petrol,Third Owner,Hatchback,Noida,378599
1414,Maruti,Alto,LXI,2010,70239,Petrol,First Owner,Hatchback,Noida,150499
1415,Maruti,Swift,VDI ABS,2017,68792,Diesel,First Owner,Hatchback,Noida,491599
1416,Hyundai,i10,MAGNA 1.1 IRDE2,2011,66492,Petrol,First Owner,Hatchback,Noida,257299
1417,Maruti,Swift,VDI,2013,68546,Diesel,First Owner,Hatchback,Noida,346899
1418,Hyundai,i10,SPORTZ 1.2,2008,66404,Petrol,First Owner,Hatchback,Noida,172299
1419,Hyundai,Grand,i10 SPORTZ 1.2 KAPPA VTVT,2016,35754,Petrol,Second Owner,Hatchback,Noida,450199
1420,Toyota,Etios,Liva GD,2013,67401,Diesel,First Owner,Hatchback,Noida,302099
1421,Maruti,Swift,VDI ABS,2015,61216,Diesel,Second Owner,Hatchback,Noida,410499
1422,Maruti,A,Star VXI,2009,62155,Petrol,First Owner,Hatchback,Noida,164799
1423,Honda,Jazz,1.2 V AT,2018,20232,Petrol,First Owner,Hatchback,Noida,597799
1424,Hyundai,Elite,i20 1.4 CRDI ASTA (O),2016,44364,Diesel,Second Owner,Hatchback,Noida,546199
1425,Maruti,Alto,800 LXI,2017,65151,Petrol,First Owner,Hatchback,Noida,287399
1426,Maruti,Swift,VDI,2013,63561,Diesel,First Owner,Hatchback,Noida,350599
1427,Hyundai,i10,MAGNA 1.2 KAPPA2,2011,73012,Petrol,Second Owner,Hatchback,Noida,241599
1428,Hyundai,Elite,i20 ASTA 1.2,2015,59466,Petrol,First Owner,Hatchback,Noida,505899
1429,Maruti,Alto,800 LXI,2017,41185,Petrol,First Owner,Hatchback,Noida,286499
1430,Maruti,Swift,VDI ABS,2015,59849,Diesel,First Owner,Hatchback,Noida,425399
1431,Maruti,Ritz,VXI,2009,62936,Petrol,First Owner,Hatchback,Noida,239799
1432,Maruti,Swift,LXI 1.3,2008,86350,Petrol,First Owner,Hatchback,Noida,189999
1433,Maruti,Celerio,ZXI,2016,72059,Petrol,First Owner,Hatchback,Noida,352499
1434,Toyota,Etios,Liva D-4D VXD,2014,59700,Diesel,Second Owner,Hatchback,Noida,374799
1435,Maruti,Wagon,R 1.0 LXI,2011,49767,Petrol,Second Owner,Hatchback,Noida,211399
1436,Maruti,Swift,VDI,2014,64031,Diesel,First Owner,Hatchback,Noida,403899
1437,Maruti,Zen,Estilo LXI,2010,66275,Petrol,Second Owner,Hatchback,Noida,179099
1438,Maruti,Swift,LXI 1.3,2008,61909,Petrol,First Owner,Hatchback,Noida,196299
1439,Maruti,Swift,ZDI,2012,80936,Diesel,First Owner,Hatchback,Noida,309499
1440,Maruti,Alto,LXI,2008,62613,Petrol,First Owner,Hatchback,Noida,141099
1441,Hyundai,i20,SPORTZ 1.2 VTVT,2014,70969,Petrol,Second Owner,Hatchback,Noida,345199
1442,Hyundai,i20,SPORTZ 1.4 CRDI,2012,85411,Diesel,Second Owner,Hatchback,Noida,259799
1443,Hyundai,i10,MAGNA 1.1 IRDE2,2012,83685,Petrol,First Owner,Hatchback,Noida,208199
1444,Hyundai,i10,MAGNA 1.2 KAPPA2,2010,87770,Petrol,First Owner,Hatchback,Noida,195799
1445,Maruti,Swift,ZXI,2012,70522,Petrol,First Owner,Hatchback,Noida,399599
1446,Maruti,Swift,ZDI,2014,72636,Diesel,First Owner,Hatchback,Noida,428799
1447,Maruti,Ritz,VDI,2013,66549,Diesel,First Owner,Hatchback,Noida,300499
1448,Maruti,Swift,ZXI,2015,67696,Petrol,First Owner,Hatchback,Noida,381399
1449,Hyundai,i10,MAGNA 1.2,2008,69701,Petrol,First Owner,Hatchback,Noida,164599
1450,Hyundai,i10,MAGNA 1.2 KAPPA2,2011,85761,Petrol,First Owner,Hatchback,Noida,204499
1451,Maruti,Swift,VDI ABS,2015,63642,Diesel,First Owner,Hatchback,Noida,393099
1452,Volkswagen,Polo,COMFORTLINE 1.2L DIESEL,2012,69584,Diesel,First Owner,Hatchback,Noida,326699
1453,Honda,Jazz,1.2 BASE I VTEC,2010,69305,Petrol,First Owner,Hatchback,Noida,318499
1454,Hyundai,i10,SPORTZ 1.2 KAPPA2,2011,79303,Petrol,First Owner,Hatchback,Noida,211999
1455,Maruti,Wagon,R 1.0 LXI,2018,69958,Petrol,First Owner,Hatchback,Noida,366099
1456,Hyundai,Grand,i10 SPORTZ 1.1 CRDI,2013,64179,Diesel,First Owner,Hatchback,Noida,283299
1457,Maruti,A,Star VXI,2009,81050,Petrol,Second Owner,Hatchback,Noida,162999
1458,Toyota,Etios,Liva D 4D GD,2013,65986,Diesel,First Owner,Hatchback,Noida,314299
1459,Maruti,Alto,LXI,2009,57864,Petrol,First Owner,Hatchback,Noida,143199
1460,Maruti,Ritz,VDI,2013,70687,Diesel,First Owner,Hatchback,Noida,278899
1461,Maruti,Swift,VDI,2013,70684,Diesel,First Owner,Hatchback,Noida,334999
1462,Hyundai,i20,SPORTZ 1.4 CRDI,2012,97289,Diesel,Second Owner,Hatchback,Noida,269999
1463,Maruti,Ritz,VDI,2015,64475,Diesel,First Owner,Hatchback,Noida,294699
1464,Maruti,Ritz,VDI,2013,76553,Diesel,First Owner,Hatchback,Noida,273599
1465,Hyundai,Grand,i10 SPORTS 1.2 VTVT,2016,54578,Petrol + CNG,Second Owner,Hatchback,Noida,366699
1466,Maruti,Swift,VDI ABS,2015,66476,Diesel,First Owner,Hatchback,Noida,406099
1467,Maruti,Swift,VXI,2011,78545,Petrol,First Owner,Hatchback,Noida,323499
1468,Maruti,Swift,VDI,2012,76353,Diesel,First Owner,Hatchback,Noida,308299
1469,Hyundai,i20,SPORTZ 1.4 CRDI,2012,79907,Diesel,Second Owner,Hatchback,Noida,278499
1470,Maruti,Alto,800 LXI,2015,61907,Petrol,First Owner,Hatchback,Noida,231799
1471,Maruti,Swift,VDI,2014,70681,Diesel,Second Owner,Hatchback,Noida,337099
1472,Maruti,Swift,VDI ABS,2015,80910,Diesel,First Owner,Hatchback,Noida,405899
1473,Maruti,Alto,K10 LXI,2011,80346,Petrol,First Owner,Hatchback,Noida,207499
1474,Maruti,Swift,VDI,2012,84213,Diesel,First Owner,Hatchback,Noida,317399
1475,Maruti,Swift,ZDI,2012,79122,Diesel,Second Owner,Hatchback,Noida,360299
1476,Maruti,Ritz,VDI,2012,80575,Diesel,Second Owner,Hatchback,Noida,228399
1477,Maruti,Swift,VDI,2012,82585,Diesel,First Owner,Hatchback,Noida,302799
1478,Maruti,Swift,VDI,2012,80682,Diesel,First Owner,Hatchback,Noida,304899
1479,Hyundai,Elite,i20 SPORTZ 1.2,2017,74267,Petrol,First Owner,Hatchback,Noida,499299
1480,Hyundai,Elite,i20 MAGNA 1.4 CRDI,2015,78343,Diesel,First Owner,Hatchback,Noida,438699
1481,Hyundai,i20,Active 1.4 S,2018,70732,Diesel,First Owner,Hatchback,Noida,534699
1482,Maruti,Swift,ZDI,2012,84352,Diesel,First Owner,Hatchback,Noida,320299
1483,Maruti,Swift,LDI BS IV,2013,75493,Diesel,First Owner,Hatchback,Noida,301499
1484,Maruti,Swift,VDI,2013,74429,Diesel,Second Owner,Hatchback,Noida,313099
1485,Maruti,Alto,LXI,2008,83258,Petrol,First Owner,Hatchback,Noida,134599
1486,Maruti,Swift,VDI,2015,86567,Diesel,First Owner,Hatchback,Noida,363699
1487,Hyundai,i10,MAGNA 1.2,2008,94707,Petrol,First Owner,Hatchback,Noida,157499
1488,Maruti,Ritz,LXI,2010,101633,Petrol,Second Owner,Hatchback,Noida,210799
1489,Maruti,Swift,VDI,2013,67011,Diesel,First Owner,Hatchback,Noida,345399
1490,Maruti,Ritz,VXI,2009,80590,Petrol,First Owner,Hatchback,Noida,251299
1491,Honda,Brio,1.2 S MT I VTEC,2015,71317,Petrol,Third Owner,Hatchback,Noida,265699
1492,Maruti,Ritz,LXI,2010,75699,Petrol + CNG,Third Owner,Hatchback,Noida,237799
1493,Maruti,Swift,VXI,2014,71876,Petrol,First Owner,Hatchback,Noida,382199
1494,Maruti,Swift,VDI ABS,2015,92086,Diesel,First Owner,Hatchback,Noida,389099
1495,Maruti,Alto,K10 VXI,2016,85207,Petrol,Second Owner,Hatchback,Noida,268299
1496,Maruti,Alto,LXI,2008,54799,Petrol,First Owner,Hatchback,Noida,112399
1497,Maruti,Swift,VDI,2014,71382,Diesel,First Owner,Hatchback,Noida,347599
1498,Maruti,Ritz,VDI,2012,86937,Diesel,Second Owner,Hatchback,Noida,264999
1499,Maruti,Zen,Estilo VXI,2009,98519,Petrol,First Owner,Hatchback,Noida,160199
1500,Maruti,Swift,VDI,2012,95400,Diesel,Second Owner,Hatchback,Noida,285899
1501,Honda,Jazz,1.2 V AT,2015,87341,Petrol,Second Owner,Hatchback,Noida,445899
1502,Fiat,Punto,EVO MULTIJET 1.3 90 HP,2014,82095,Diesel,First Owner,Hatchback,Noida,266799
1503,Maruti,Swift,VXI,2017,58074,Petrol,First Owner,Hatchback,Noida,502299
1504,Maruti,Swift,VDI,2014,79144,Diesel,First Owner,Hatchback,Noida,365999
1505,Maruti,Swift,VDI ABS,2015,76042,Diesel,First Owner,Hatchback,Noida,417899
1506,Maruti,Swift,VDI,2014,72597,Diesel,First Owner,Hatchback,Noida,359299
1507,Hyundai,Santro,Xing GL,2008,91288,Petrol,First Owner,Hatchback,Noida,145399
1508,Maruti,Swift,VDI ABS,2014,83368,Diesel,First Owner,Hatchback,Noida,360399
1509,Maruti,Swift,VDI ABS,2015,76724,Diesel,First Owner,Hatchback,Noida,411699
1510,Maruti,Ritz,VXI BS IV,2010,161419,Petrol,Second Owner,Hatchback,Noida,201799
1511,Hyundai,Santro,Xing GLS,2008,96247,Petrol,First Owner,Hatchback,Noida,132799
1512,Ford,Figo,1.4 LXI DURATORQ,2012,109230,Diesel,First Owner,Hatchback,Noida,224199
1513,Maruti,Alto,K10 VXI,2011,118427,Petrol,First Owner,Hatchback,Noida,168499
1514,Hyundai,i20,SPORTZ O 1.4 CRDI,2012,87995,Diesel,Third Owner,Hatchback,Noida,246599
1515,Toyota,Etios,Liva GD,2012,94952,Diesel,First Owner,Hatchback,Noida,259299
1516,Maruti,Swift,VDI,2013,78620,Diesel,Second Owner,Hatchback,Noida,355199
1517,Maruti,Ritz,LDI,2012,101187,Diesel,Second Owner,Hatchback,Noida,204899
1518,Maruti,Swift,VDI ABS,2015,86072,Diesel,First Owner,Hatchback,Noida,412999
1519,Hyundai,i20,SPORTZ 1.4 CRDI,2013,84346,Diesel,First Owner,Hatchback,Noida,331699
1520,Maruti,Zen,Estilo VXI,2009,99165,Petrol,Second Owner,Hatchback,Noida,148799
1521,Maruti,Swift,VDI,2013,82591,Diesel,First Owner,Hatchback,Noida,331299
1522,Toyota,Etios,Liva D 4D GD,2012,87914,Diesel,First Owner,Hatchback,Noida,260799
1523,Maruti,Swift,VXI,2011,95427,Petrol,Second Owner,Hatchback,Noida,255499
1524,Maruti,Swift,VDI,2013,86036,Diesel,First Owner,Hatchback,Noida,330399
1525,Maruti,Swift,VDI,2012,89809,Diesel,First Owner,Hatchback,Noida,284699
1526,Maruti,Swift,VDI ABS,2015,85611,Diesel,First Owner,Hatchback,Noida,407799
1527,Hyundai,i10,ERA,2007,109750,Petrol,First Owner,Hatchback,Noida,155999
1528,Maruti,Swift,VDI,2014,82346,Diesel,First Owner,Hatchback,Noida,347199
1529,Maruti,Swift,VDI,2013,87567,Diesel,First Owner,Hatchback,Noida,332999
1530,Maruti,Swift,VDI ABS,2015,86417,Diesel,First Owner,Hatchback,Noida,426199
1531,Maruti,Swift,VDI,2013,81239,Diesel,First Owner,Hatchback,Noida,317599
1532,Maruti,Swift,VDI ABS,2015,72533,Diesel,Second Owner,Hatchback,Noida,404499
1533,Hyundai,Grand,i10 MAGNA 1.1 CRDI,2014,85203,Diesel,Second Owner,Hatchback,Noida,262399
1534,Maruti,Swift,VDI,2014,88382,Diesel,First Owner,Hatchback,Noida,384899
1535,Maruti,Swift,VDI,2013,87266,Diesel,First Owner,Hatchback,Noida,306099
1536,Maruti,Baleno,ALPHA DDIS 190,2016,81175,Diesel,First Owner,Hatchback,Noida,527299
1537,Hyundai,i20,ASTA 1.4 CRDI,2012,108007,Diesel,Second Owner,Hatchback,Noida,303699
1538,Maruti,Swift,VDI,2012,102024,Diesel,First Owner,Hatchback,Noida,289999
1539,Honda,Brio,1.2 S MT I VTEC,2013,90659,Petrol,Second Owner,Hatchback,Noida,232699
1540,Hyundai,i20,MAGNA O 1.4 CRDI,2013,94267,Diesel,First Owner,Hatchback,Noida,313499
1541,Maruti,Swift,VDI ABS,2015,92527,Diesel,First Owner,Hatchback,Noida,377399
1542,Toyota,Etios,Liva GD exclusive,2013,97735,Diesel,First Owner,Hatchback,Noida,301099
1543,Maruti,Swift,VDI,2012,95613,Diesel,First Owner,Hatchback,Noida,300599
1544,Maruti,Ritz,LDI,2013,97984,Diesel,First Owner,Hatchback,Noida,219899
1545,Maruti,Swift,VXI,2014,91931,Petrol,First Owner,Hatchback,Noida,361199
